IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2021,true,,,,,,,,,,,,,21,,,,,,21.0,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2021,true,,,,,,,,,,,,,21.5,,,,,,21.5,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2021,true,,,,,,,,,,,,,21.5,,,,,,21.5,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2021,true,,,,,,,,,,,,,21.6,,,,,,21.6,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,GMB,Gambia,Year,2021,true,,,,,,,,,,,,,22,,,,,,22.0,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,NAM,Namibia,Year,2021,true,,,,,,,,,,,,,22,,,,,,22.0,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2021,true,,,,,,,,,,,,,22.2,,,,,,22.2,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2021,true,,,,,,,,,,,,,22.5,,,,,,22.5,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,TGO,Togo,Year,2021,true,,,,,,,,,,,,,22.7,,,,,,22.7,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2021,true,,,,,,,,,,,,,23.1,,,,,,23.1,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2021,true,,,,,,,,,,,,,23.3,,,,,,23.3,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,SSD,South Sudan,Year,2021,true,,,,,,,,,,,,,23.3,,,,,,23.3,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2021,true,,,,,,,,,,,,,23.4,,,,,,23.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2021,true,,,,,,,,,,,,,24.1,,,,,,24.1,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2021,true,,,,,,,,,,,,,24.5,,,,,,24.5,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2021,true,,,,,,,,,,,,,24.7,,,,,,24.7,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,BEN,Benin,Year,2021,true,,,,,,,,,,,,,24.8,,,,,,24.8,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,NER,Niger,Year,2021,true,,,,,,,,,,,,,24.9,,,,,,24.9,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2021,true,,,,,,,,,,,,,25.4,,,,,,25.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2021,true,,,,,,,,,,,,,25.9,,,,,,25.9,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,GHA,Ghana,Year,2021,true,,,,,,,,,,,,,25.9,,,,,,25.9,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,TCD,Chad,Year,2021,true,,,,,,,,,,,,,26.4,,,,,,26.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2021,true,,,,,,,,,,,,,27.4,,,,,,27.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2021,true,,,,,,,,,,,,,27.8,,,,,,27.8,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,KEN,Kenya,Year,2021,true,,,,,,,,,,,,,28.2,,,,,,28.2,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2021,true,,,,,,,,,,,,,28.2,,,,,,28.2,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,COM,Comoros,Year,2021,true,,,,,,,,,,,,,29,,,,,,29.0,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2021,true,,,,,,,,,,,,,29.8,,,,,,29.8,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2021,true,,,,,,,,,,,,,29.9,,,,,,29.9,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2021,true,,,,,,,,,,,,,29.9,,,,,,29.9,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2021,true,,,,,,,,,,,,,3.3,,,,,,3.3,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2021,true,,,,,,,,,,,,,3.4,,,,,,3.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2021,true,,,,,,,,,,,,,3.5,,,,,,3.5,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2021,true,,,,,,,,,,,,,3.6,,,,,,3.6,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2021,true,,,,,,,,,,,,,3.9,,,,,,3.9,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2021,true,,,,,,,,,,,,,3.9,,,,,,3.9,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2021,true,,,,,,,,,,,,,30.5,,,,,,30.5,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,HTI,Haiti,Year,2021,true,,,,,,,,,,,,,31.3,,,,,,31.3,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2021,true,,,,,,,,,,,,,34,,,,,,34.0,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,GIN,Guinea,Year,2021,true,,,,,,,,,,,,,37.4,,,,,,37.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2021,true,,,,,,,,,,,,,4.2,,,,,,4.2,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2021,true,,,,,,,,,,,,,4.2,,,,,,4.2,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2021,true,,,,,,,,,,,,,4.4,,,,,,4.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2021,true,,,,,,,,,,,,,4.5,,,,,,4.5,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,AUT,Austria,Year,2021,true,,,,,,,,,,,,,4.6,,,,,,4.6,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,BEL,Belgium,Year,2021,true,,,,,,,,,,,,,4.6,,,,,,4.6,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,CAN,Canada,Year,2021,true,,,,,,,,,,,,,4.7,,,,,,4.7,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2021,true,,,,,,,,,,,,,4.7,,,,,,4.7,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,PSE,"occupied Palestinian territory, including east Jerusalem",Year,2021,true,,,,,,,,,,,,,4.7,,,,,,4.7,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2021,true,,,,,,,,,,,,,4.8,,,,,,4.8,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,ITA,Italy,Year,2021,true,,,,,,,,,,,,,5,,,,,,5.0,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2021,true,,,,,,,,,,,,,5,,,,,,5.0,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,CZE,Czechia,Year,2021,true,,,,,,,,,,,,,5.2,,,,,,5.2,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2021,true,,,,,,,,,,,,,5.3,,,,,,5.3,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,CUB,Cuba,Year,2021,true,,,,,,,,,,,,,5.4,,,,,,5.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,MKD,North Macedonia,Year,2021,true,,,,,,,,,,,,,5.7,,,,,,5.7,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2021,true,,,,,,,,,,,,,5.8,,,,,,5.8,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,SMR,San Marino,Year,2021,true,,,,,,,,,,,,,5.9,,,,,,5.9,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2021,true,,,,,,,,,,,,,5.9,,,,,,5.9,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2021,true,,,,,,,,,,,,,6.2,,,,,,6.2,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2021,true,,,,,,,,,,,,,6.3,,,,,,6.3,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,GRD,Grenada,Year,2021,true,,,,,,,,,,,,,6.4,,,,,,6.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2021,true,,,,,,,,,,,,,6.4,,,,,,6.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,POL,Poland,Year,2021,true,,,,,,,,,,,,,6.5,,,,,,6.5,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2021,true,,,,,,,,,,,,,6.5,,,,,,6.5,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2021,true,,,,,,,,,,,,,6.6,,,,,,6.6,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2021,true,,,,,,,,,,,,,6.6,,,,,,6.6,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2021,true,,,,,,,,,,,,,6.9,,,,,,6.9,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,PRT,Portugal,Year,2021,true,,,,,,,,,,,,,7.2,,,,,,7.2,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,GRC,Greece,Year,2021,true,,,,,,,,,,,,,7.3,,,,,,7.3,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2021,true,,,,,,,,,,,,,7.3,,,,,,7.3,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2021,true,,,,,,,,,,,,,7.3,,,,,,7.3,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2021,true,,,,,,,,,,,,,7.4,,,,,,7.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2021,true,,,,,,,,,,,,,7.4,,,,,,7.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,SRB,Serbia,Year,2021,true,,,,,,,,,,,,,7.4,,,,,,7.4,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2021,true,,,,,,,,,,,,,7.5,,,,,,7.5,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2021,true,,,,,,,,,,,,,8,,,,,,8.0,,,EN,2024-04-14T18:30:00.000Z
RS_198,Estimated road traffic death rate (per 100 000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2021,true,,,,,,,,,,,,,8,,,,,,8.0,,,EN,2024-04-14T18:30:00.000Z
