IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,true,Road User Type,Drivers/passengers of motorized 2- or 3-wheelers,ROADUSERTYPE_RS-DDC-2OR3WHEELS,,,,,,,,,,2.1,,,,,,2.1,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,EUR,Europe,Country,ALB,Albania,Year,2016,true,Road User Type,Other/unspecified road users,ROADUSERTYPE_RS-DDC-OTHER,,,,,,,,,,2.2,,,,,,2.2,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2016,true,Road User Type,Cyclists,ROADUSERTYPE_RS-DDC-CYCLISTS,,,,,,,,,,2.2,,,,,,2.2,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,EUR,Europe,Country,GRC,Greece,Year,2016,true,Road User Type,Cyclists,ROADUSERTYPE_RS-DDC-CYCLISTS,,,,,,,,,,2.2,,,,,,2.2,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Road User Type,Drivers/passengers of motorized 2- or 3-wheelers,ROADUSERTYPE_RS-DDC-2OR3WHEELS,,,,,,,,,,2.2,,,,,,2.2,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2016,true,Road User Type,Drivers/passengers of motorized 2- or 3-wheelers,ROADUSERTYPE_RS-DDC-2OR3WHEELS,,,,,,,,,,2.2,,,,,,2.2,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,Road User Type,Cyclists,ROADUSERTYPE_RS-DDC-CYCLISTS,,,,,,,,,,2.3,,,,,,2.3,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,true,Road User Type,Cyclists,ROADUSERTYPE_RS-DDC-CYCLISTS,,,,,,,,,,2.3,,,,,,2.3,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Road User Type,Cyclists,ROADUSERTYPE_RS-DDC-CYCLISTS,,,,,,,,,,2.3,,,,,,2.3,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,Road User Type,Other/unspecified road users,ROADUSERTYPE_RS-DDC-OTHER,,,,,,,,,,2.3,,,,,,2.3,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2016,true,Road User Type,Cyclists,ROADUSERTYPE_RS-DDC-CYCLISTS,,,,,,,,,,2.3,,,,,,2.3,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2016,true,Road User Type,Cyclists,ROADUSERTYPE_RS-DDC-CYCLISTS,,,,,,,,,,2.4,,,,,,2.4,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,AFR,Africa,Country,KEN,Kenya,Year,2016,true,Road User Type,Cyclists,ROADUSERTYPE_RS-DDC-CYCLISTS,,,,,,,,,,2.4,,,,,,2.4,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,AFR,Africa,Country,MLI,Mali,Year,2016,true,Road User Type,Cyclists,ROADUSERTYPE_RS-DDC-CYCLISTS,,,,,,,,,,2.4,,,,,,2.4,,,EN,2020-04-22T18:30:00.000Z
RS_246,Distribution of road traffic deaths by type of road user (%),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2016,true,Road User Type,Pedestrians,ROADUSERTYPE_RS-DDC-PEDESTRIANS,,,,,,,,,,2.5,,,,,,2.5,,,EN,2020-04-22T18:30:00.000Z
